362.38 371.763 903.466 817.158 1353.618 1265.315
357.94 368.414 903.347 816.896 1354.229 1265.886
1332.479 1358.148 467.574 489.577 557.579 499.207
1337.429 1362.876 472.971 495.346 558.707 501.071
1919.632 1894.338 1533.18 1533.628 1551.384 1524.94
1917.519 1891.977 1534.919 1535.032 1554.767 1528.046
1925.255 1899.861 1538.93 1539.468 1556.344 1530.079
1923.149 1897.507 1540.667 1540.872 1559.721 1533.179
