1527.36	4.1	44.46	11.11	10.82
418.76	2.37	10.65	9.33	4.6
300.76	2.03	7.78	12.33	4.64
167.15	1.59	5.68	15.12	4.69
90.36	1.16	4.15	18.04	4.73
92.07	0.81	3.03	20.25	4.77
135.06	0.55	2.21	23.05	4.81
107.84	0.37	1.62	24.94	4.85
24.18	0.26	1.18	26.82	4.89
5.32	0.18	0.86	26.98	4.92
1.85	0.12	0.63	27.04	4.96
1	0.1	0.46	27.26	4.99
0.74	0.09	0.34	26.53	5.03
0.53	0.1	0.25	26.82	5.06
0.31	0.2	0.18	26.37	5.09
0.15	0.31	0.13	26.43	5.12
0.09	0.35	0.1	26.12	5.15
0.07	0.42	0.06	25.86	5.18
0.06	0.63	0.05	25.62	5.21
0.06	0.97	0.04	24.92	5.24
0.06	1.38	0.03	24.12	5.27
0.06	1.61	0.02	23.17	5.29
0.05	1.45	0.01	22.68	5.32
0.05	1.01	0.01	21.28	5.34
0.05	0.78	0.01	20.35	5.37
0.83	1.22	0.02	149.2	104.9
616.15	1.07	24.93	3.89	4.05
179.84	0.66	5.97	3.26	1.72
126.95	0.58	4.36	4.31	1.74
69.93	0.47	3.19	5.29	1.76
37.71	0.35	2.33	6.31	1.78
39.01	0.25	1.7	7.08	1.79
59.19	0.17	1.24	8.06	1.81
45.04	0.12	0.91	8.72	1.83
9.29	0.09	0.66	9.38	1.84
2.12	0.06	0.48	9.43	1.86
0.75	0.04	0.35	9.46	1.87
0.42	0.03	0.26	9.53	1.88
0.32	0.03	0.19	9.28	1.9
0.23	0.04	0.14	9.38	1.91
0.13	0.06	0.1	9.22	1.92
0.06	0.1	0.07	9.24	1.94
0.03	0.12	0.05	9.13	1.95
0.03	0.15	0.04	9.04	1.96
0.02	0.22	0.03	8.96	1.97
0.02	0.34	0.02	8.72	1.98
0.02	0.49	0.01	8.44	1.99
0.02	0.57	0.01	8.1	2
0.02	0.51	0.01	7.93	2.01
0.02	0.35	0	7.44	2.02
0.02	0.26	0	7.12	2.03
0.3	0.41	0.01	52.17	39.71
9133.01	26.17	172.74	80.6	78.49
2564.96	15.11	41.37	67.66	33.33
1853.08	12.97	30.22	89.43	33.67
1029.19	10.16	22.07	109.68	34
559.16	7.42	16.12	130.82	34.31
571.17	5.2	11.77	146.89	34.61
836.46	3.53	8.6	167.17	34.9
674.14	2.38	6.28	180.93	35.18
154.67	1.68	4.59	194.54	35.45
32.72	1.16	3.35	195.69	35.72
10.1	0.78	2.45	196.16	35.97
4.37	0.62	1.79	197.74	36.22
2.94	0.58	1.3	192.43	36.47
2.08	0.66	0.95	194.53	36.7
1.28	1.27	0.7	191.24	36.93
0.72	1.97	0.51	191.74	37.15
0.5	2.21	0.37	189.43	37.37
0.42	2.66	0.22	187.61	37.59
0.37	4.01	0.19	185.87	37.79
0.34	6.19	0.14	180.79	38
0.33	8.83	0.1	174.99	38.2
0.33	10.28	0.07	168.07	38.39
0.31	9.26	0.05	164.54	38.58
0.29	6.47	0.04	154.33	38.76
0.3	4.96	0.03	147.6	38.94
4.94	7.8	0.08	1082.2	760.92
6860.27	18.82	156.27	56.21	58.52
2014.25	11.16	37.43	47.18	24.9
1449.12	9.7	27.33	62.37	25.18
794.64	7.66	19.96	76.49	25.45
426.23	5.66	14.58	91.23	25.7
438.03	4	10.65	102.44	25.95
659.08	2.74	7.78	116.58	26.18
536.9	1.88	5.68	126.17	26.41
118.24	1.33	4.15	135.66	26.63
25.1	0.93	3.03	136.47	26.85
7.76	0.64	2.21	136.8	27.05
3.38	0.51	1.62	137.89	27.25
2.29	0.48	1.18	134.19	27.45
1.62	0.53	0.86	135.66	27.64
0.97	0.99	0.63	133.37	27.82
0.52	1.55	0.46	133.71	28
0.34	1.78	0.34	132.11	28.17
0.28	2.19	0.2	130.83	28.34
0.24	3.3	0.18	129.62	28.5
0.22	5.1	0.13	126.08	28.66
0.22	7.27	0.1	122.03	28.82
0.21	8.46	0.07	117.21	28.97
0.2	7.59	0.05	114.74	29.12
0.18	5.26	0.04	107.63	29.26
0.19	3.99	0.03	102.93	29.4
3.25	6.25	0.07	754.69	574.43
630.02	1.46	9.41	5.98	5.83
179.72	0.85	2.25	5.02	2.47
131.1	0.74	1.65	6.64	2.5
73	0.58	1.2	8.14	2.52
40.06	0.42	0.88	9.71	2.55
40.96	0.3	0.64	10.91	2.57
59.28	0.2	0.47	12.41	2.59
48.22	0.14	0.34	13.43	2.61
11.32	0.1	0.25	14.44	2.63
2.31	0.07	0.18	14.53	2.65
0.68	0.05	0.13	14.57	2.67
0.26	0.04	0.1	14.68	2.69
0.16	0.03	0.07	14.29	2.71
0.11	0.04	0.05	14.44	2.73
0.08	0.07	0.04	14.2	2.74
0.05	0.11	0.03	14.24	2.76
0.04	0.13	0.02	14.07	2.78
0.03	0.16	0.01	13.93	2.79
0.03	0.24	0.01	13.8	2.81
0.03	0.37	0.01	13.42	2.82
0.02	0.52	0	12.99	2.84
0.02	0.61	0	12.48	2.85
0.02	0.55	0	12.22	2.86
0.02	0.38	0	11.46	2.88
0.02	0.29	0	10.96	2.89
0.38	0.46	0	80.35	56.5
929.35	2.41	15.14	8.33	8.67
276.4	1.43	3.63	6.99	3.69
199.79	1.24	2.65	9.24	3.73
109.67	0.98	1.93	11.34	3.77
59.61	0.72	1.41	13.52	3.81
61.54	0.51	1.03	15.18	3.85
91.53	0.35	0.75	17.28	3.88
74.23	0.24	0.55	18.7	3.91
16.86	0.17	0.4	20.1	3.95
3.56	0.12	0.29	20.22	3.98
1.07	0.08	0.21	20.27	4.01
0.42	0.06	0.16	20.44	4.04
0.26	0.06	0.11	19.89	4.07
0.18	0.07	0.08	20.1	4.1
0.11	0.13	0.06	19.76	4.12
0.06	0.2	0.04	19.82	4.15
0.04	0.23	0.03	19.58	4.17
0.04	0.28	0.02	19.39	4.2
0.03	0.42	0.02	19.21	4.22
0.03	0.65	0.01	18.68	4.25
0.03	0.93	0.01	18.08	4.27
0.03	1.08	0.01	17.37	4.29
0.03	0.97	0	17	4.32
0.03	0.67	0	15.95	4.34
0.03	0.51	0	15.25	4.36
0.45	0.8	0.01	111.84	85.13
