0.384 0.408 0.064 0.083 0.031 0.031
0.387 0.408 0.063 0.081 0.030 0.030
0.032 0.034 0.262 0.254 0.198 0.220
0.033 0.032 0.253 0.252 0.193 0.238
0.115 0.131 0.185 0.197 0.194 0.179
0.115 0.132 0.185 0.197 0.194 0.178
0.115 0.131 0.185 0.196 0.194 0.179
0.122 0.123 0.180 0.196 0.186 0.192
