3099.77	-188.4784167	-542.4981899	-694.4476286	-1271.08	-428.2234825	1095.11	-70.39494999	-133.9171413	-586.1070407	-450.1932064	262.9696753	-3.723686228	506.0030162	-405.1482605	-306.2397958	22.01572455	-465.8109194	437.7456395	43.04041801	61.9105686	502.1062461	-252.8495909	-346.1936577	-196.4972426	204.6284553	301.3086497	-213.3260702	97.30848433	-13.88837829	173.1616054	-183.2257406	16.11605345	-70.94339924
0	5366.98	210.0567438	277.2741282	832.7589559	360.6136214	-1091.02	-882.530073	481.3384619	-269.5045749	-555.8894532	-179.9395072	-1450.59	-910.905619	-242.5728189	-397.3298611	-136.4315194	1591.55	-1269.51	-233.9492198	1044.52	-759.8325499	-509.6904082	-345.4634068	-401.7859975	213.0639773	132.6730311	84.98214766	-145.8800237	-458.5390959	-58.37658031	-28.11357918	81.45534022	-160.936819
0	0	9045.76	235.3522105	13.66950688	-1569.94	-2294.33	290.6247226	-1219.70	-190.8577305	-1646.47	-304.8119759	-1323.47	-47.71757382	411.2323657	553.5607219	-1765.92	635.2298856	-294.6653432	-1062.32	128.7937525	565.4573345	-416.4959534	-221.6553798	-47.67050986	391.5542395	-335.4577427	-207.3714124	311.1312124	-230.533058	497.8312006	448.2857842	70.65507737	-87.3200133
0	0	0	11742.15	-180.6049897	1421.01	-2329.42	162.4728302	-1029.42	-2646.45	1069.88	-2696.22	442.5418308	-600.2619445	-2222.36	393.3632984	-1459.71	-165.4602485	-275.6470835	-1232.76	1771.75	-237.3573726	-601.344422	100.9855428	-354.4633423	497.7787237	-1531.30	1024.72	-507.1935345	-180.2670963	-90.23139352	260.6882332	-237.7931202	-127.260945
0	0	0	0	10975.53	-1978.88	1034.17	554.803	-116.1814552	374.3013853	-2441.08	-1710.42	-1116.54	-165.3326786	966.9766844	-769.6237616	-881.202029	-345.0970341	-1245.34	-396.3290562	-794.2997535	-775.273182	-657.6437368	667.1865199	316.2697054	-136.4582908	-785.6196458	624.681824	-223.319147	-657.8297173	-419.3018233	404.3981576	240.0843194	62.62961389
0	0	0	0	0	16774.22	-1753.07	-3485.47	-1501.36	-229.3292792	1270.10	634.7677912	-1876.23	-1470.21	-542.2810942	-1373.13	454.6522285	-1370.83	-1363.95	513.9254373	116.2684318	1014.70	-892.2773644	369.6628975	-1883.08	449.8558604	-658.0147044	-330.9536394	-361.0426057	-189.4384963	-171.587709	265.964202	-110.6168513	-105.8231958
0	0	0	0	0	0	17097.46	113.1207453	-2471.62	-2803.85	-1423.76	120.5171855	-1535.54	-834.8762356	548.1958592	-666.1956251	-845.5830023	-674.9063091	1316.26	-750.1514292	-986.9579994	572.2684217	963.2677606	-0.288370056	-1278.41	-32.30147258	-507.4245346	229.2010789	-121.3579247	-314.1191532	-594.9634072	147.8229678	6.7310643	66.00275144
0	0	0	0	0	0	0	15726.10	-35.06400791	-684.096991	-4155.09	1282.82	-1616.31	-3085.04	1049.57	-1690.32	365.3590811	-2641.38	-219.9952541	-1465.51	402.9232157	-112.1193602	238.6543544	-602.4554738	-102.1103606	238.4754679	534.3672775	724.6207937	-1091.57	319.5079772	-225.8114066	-53.24963131	254.2335921	-39.1343931
0	0	0	0	0	0	0	0	18899.35	-1151.65	-0.14331704	-2408.24	-1000.10	-1417.58	-1328.63	2079.20	-2471.12	931.9481249	-1806.30	-1385.12	295.6751001	-778.5991014	-1121.91	629.5271227	-1655.74	-584.1038524	811.446382	436.9621784	-525.1189041	-315.43123	150.7785014	-441.9653066	105.2157541	77.5839173
0	0	0	0	0	0	0	0	0	19135.95	-2459.43	225.505901	-248.335485	-2180.62	-516.7255639	-731.1971872	120.4540217	176.9442662	-703.8656978	-350.2098177	-436.5480634	-2051.31	-47.46484157	-831.9160213	1829.99	-761.2371233	197.7685336	-1444.06	-308.4816526	-837.0302549	25.59007394	188.1653561	104.1539083	91.4592566
