0	0	0	0	0	0	0	0	0	0	16965.80	-1579.05	-1201.22	1075.73	-1676.90	-1708.09	-568.9427842	116.5662661	-1526.72	375.9014421	-333.4295139	268.7488981	-1283.51	1623.18	-302.794379	526.215035	14.94819268	-199.6615168	497.2386052	79.89753898	-58.70971972	-29.8033616	-369.0679982	85.74392307
0	0	0	0	0	0	0	0	0	0	0	16636.29	-1090.48	-1189.08	-1146.07	-2280.45	863.897941	-2641.26	-35.01056873	-28.1884425	-966.2718252	-1641.83	2169.42	-924.847925	-888.218632	-212.7694397	610.8263827	-349.469662	-504.7819027	-601.542867	815.3023393	-193.1589016	-15.67273757	-34.51820765
0	0	0	0	0	0	0	0	0	0	0	0	16253.17	-429.9132846	735.257923	-822.1347676	886.0362669	-780.1427489	-971.6330177	-1554.08	-426.6155691	-470.5821202	-1706.43	-708.4268007	890.5810744	-961.2366784	392.8840135	-138.0060534	209.1701966	1251.78	619.5571705	-373.3406118	187.8914067	-63.79214701
0	0	0	0	0	0	0	0	0	0	0	0	0	13913.45	-1565.14	-426.4744988	-519.3717081	1319.51	358.3092335	414.5111069	-1324.85	994.7210322	371.8670998	-145.5240489	-857.0118465	-1151.69	-194.4872454	380.600082	376.12387	-21.85506829	-342.4370123	-618.2599789	-313.2366307	101.0532647
0	0	0	0	0	0	0	0	0	0	0	0	0	0	11729.15	8.824813754	-1358.44	-728.1120398	-1696.48	-647.6848864	-33.83184199	-869.6850338	-1084.13	-667.2297131	833.9451616	265.8801235	686.8515175	-209.4296762	225.7101816	-462.0451545	-176.2875265	-156.0742445	336.2078407	-62.53702344
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10931.78	-932.0603357	1317.05	-1042.78	-792.4864014	-293.7033938	-49.85024148	-634.2063063	-650.2348128	563.6601471	-303.9736969	30.79567492	87.82523127	10.63955605	-58.51623068	192.7985576	-304.1270283	-54.1779101	117.8064431
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10224.43	59.38538864	150.4926887	1078.23	-1460.39	-737.8657	-237.838403	-914.5875846	490.615101	-228.0444589	117.9576628	-596.5285673	34.81600616	395.3759601	55.73337846	-108.1578966	-60.97066775	-36.2835062
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8774.50	-291.5298535	-1016.33	-1126.53	-75.53550153	18.59708337	398.4779399	-760.2769296	-577.9243653	-837.3067916	-234.6512661	61.186318	77.55288859	-588.6950855	-278.5524877	26.65667397	95.17982277
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9565.56	1745.43	-426.6832189	-890.9197617	763.049212	103.992058	891.7496399	164.9351994	-581.4064185	-635.6015509	440.4180382	36.92595336	-415.2911754	-105.7485229	-143.5785995	-32.21719838
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7136.08	-765.3983554	279.232599	-164.090982	-573.8242865	269.8672413	83.79067447	9.386976266	-1014.65	926.7164787	347.9314899	-179.7663325	410.4552282	-116.7646516	95.11237909
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7273.34	-1235.25	6.03171292	-581.3058139	24.14547179	-209.7826108	-474.3171944	867.8731703	124.4828355	-125.7040229	-86.02469922	193.1000684	-160.1223084	-62.78466513
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6743.79	943.9396002	-109.9201763	-644.4456654	257.2544721	-579.9093365	7.106888269	-486.8714681	493.2225588	-239.691252	24.19069916	-3.141008615	83.24945751
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4812.67	163.8882355	-350.5149604	-434.1801236	93.89891006	-20.90355035	-358.7324201	199.324046	75.49139377	-51.70402113	-65.48717116	71.30363388
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3934.84	-361.2742657	82.74336267	-310.5688965	-43.11082796	142.5752287	-20.55383346	99.13501619	94.21233475	-68.02016658	16.99569954
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3653.10	170.1153303	32.74144799	-73.09923031	116.774179	44.94563849	80.3923919	88.46472614	-10.01476618	-129.9518041
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062.88	-55.3063121	43.09946088	-20.40546658	-120.0558257	36.58404951	110.2551904	37.61162834	-47.25472493
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2588.53	34.20325506	26.22759076	-11.8385302	203.9506293	-96.10300354	153.7974086	-15.49808469
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368.27	-333.0986512	5.332073052	49.58745592	98.70008559	-18.3927745	-5.459634396
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286.19	211.2617154	-42.27202839	-38.81833475	-71.40604077	42.37777179
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182.90	-51.45262877	-29.77342049	38.85517175	15.6002602
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679.5174514	12.6415372	10.88758735	-38.04055932
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.9242981	-39.29063561	3.197838316
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.9183678	2.2828442
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.17744336
