s22t13	dmee
0.08035924354515137 0.002768179739290606
0.08028450911390989 0.002754049403485571
0.08028275409791205 0.0027427451348415433
0.08028099908191419 0.0027314408661975155
0.08027924406591636 0.0027201365975534878
0.08027748904991852 0.00270883232890946
0.08027573403392066 0.0026975280602654322
0.08027397901792283 0.0026862237916214044
0.08072457937536906 0.0027851361422566476
0.08070702921539064 0.00267209345581637
0.0807054935763925 0.0026622022207528455
0.081161578358832 0.0027964404109006753
0.08115806832683634 0.00277383187361262
0.08115631331083847 0.002762527604968592
0.08115455829484064 0.0027512233363245642
0.0811528032788428 0.0027399190676805365
0.08115104826284494 0.0027286147990365087
0.08114929324684711 0.002717310530392481
0.08114753823084928 0.002706006261748453
0.08114578321485141 0.0026947019931044254
0.08114402819885358 0.0026833977244603976
0.08113876315086005 0.0026494849185283143
0.08113722751186195 0.00263959368346479
0.08159857734229498 0.002807744679544703
0.08159506731029928 0.0027851361422566476
0.08157751715032086 0.00267209345581637
0.081575762134323 0.002660789187172342
0.08157049708632946 0.0026268763812402588
0.08156896144733136 0.0026169851461767344
0.08203557632575792 0.002819048948188731
0.08203206629376222 0.0027964404109006753
0.08202855626176656 0.00277383187361262
0.0820268012457687 0.002762527604968592
0.08202504622977086 0.0027512233363245642
0.08202329121377303 0.0027399190676805365
0.08202153619777516 0.0027286147990365087
0.08201978118177733 0.002717310530392481
0.0820180261657795 0.002706006261748453
0.08201627114978163 0.0026947019931044254
0.0820145161337838 0.0026833977244603976
0.08200925108579027 0.0026494849185283143
0.08200749606979243 0.0026381806498842865
0.0820022310217989 0.002604267843952203
0.08247257530922086 0.0028303532168327586
0.0824690652772252 0.002807744679544703
0.0824655552452295 0.0027851361422566476
0.08244800508525107 0.00267209345581637
0.08244625006925321 0.002660789187172342
0.08244098502125968 0.0026268763812402588
0.08243923000526185 0.002615572112596231
0.08243571997326615 0.0025929635753081754
0.08298211495392804 0.0028416574854767864
0.08297860492193235 0.002819048948188731
0.08297509488993665 0.0027964404109006753
0.08297158485794098 0.00277383187361262
0.08289685042669945 0.002759701537807585
0.08289509541070161 0.0027483972691635574
0.08289334039470378 0.0027370930005195296
0.08289158537870595 0.002725788731875502
0.08288983036270808 0.002714484463231474
0.08288807534671025 0.0027031801945874463
0.08288632033071242 0.0026918759259434186
0.08288456531471455 0.0026805716572993908
0.0829522796819647 0.0026494849185283143
0.08287754525072319 0.0026353545827232797
0.08294525961797333 0.002604267843952203
0.08286986705573263 0.002585898407405658
0.08339015617342657 0.002666441321494356
0.08338313610943521 0.002621224246918245
0.08337611604544382 0.002576007172342134
0.0838543579048561 0.002852961754120814
0.08377962347361462 0.0028388314183157796
0.08377786845761676 0.002827527149671752
0.08377611344161892 0.002816222881027724
0.08377435842562109 0.0028049186123836963
0.08377260340962323 0.0027936143437396685
0.08377084839362539 0.0027823100750956407
0.08376909337762756 0.002771005806451613
0.0837673383616297 0.002759701537807585
0.08376558334563186 0.0027483972691635574
0.08376382832963403 0.0027370930005195296
0.08376207331363619 0.002725788731875502
0.08376031829763833 0.002714484463231474
0.0837585632816405 0.0027031801945874463
0.08375680826564266 0.0026918759259434186
0.0837550532496448 0.0026805716572993908
0.08382276761689492 0.0026494849185283143
0.08374803318565344 0.0026353545827232797
0.08381574755290355 0.002604267843952203
0.08374101312166207 0.0025901375081471686
0.08418810344711261 0.002666441321494356
0.08418108338312125 0.002621224246918245
0.08417406331912985 0.002576007172342134
0.08417230830313202 0.0025647029036981062
0.08417077266413392 0.002554811668634582
0.08472572334778525 0.0028586138884428283
0.08465098891654374 0.0028444835526377932
0.0846492339005459 0.002833179283993766
0.08464747888454807 0.0028218750153497377
0.08464572386855021 0.0028105707467057104
0.08464396885255238 0.002799266478061682
0.08464221383655454 0.002787962209417655
0.08464045882055668 0.0027766579407736266
0.08463870380455885 0.0027653536721295993
0.08463694878856101 0.002754049403485571
0.08463519377256318 0.0027427451348415433
0.08463343875656532 0.0027314408661975155
0.08463168374056748 0.0027201365975534878
0.08462992872456965 0.00270883232890946
0.08462817370857179 0.0026975280602654322
0.08462641869257395 0.0026862237916214044
0.08462466367657612 0.0026749195229773767
0.08469413305982407 0.0026551370528503284
0.08461939862858259 0.0026410067170452934
0.08461764361258473 0.0026297024484012656
0.08468711299583268 0.0026099199782742173
0.0846123785645912 0.0025957896424691823
0.08461062354859336 0.0025844853738251545
0.08504367374606117 0.00257035503802012
0.08504191873006331 0.002559050769376092
0.08504016371406548 0.0025477465007320644
0.08503862807506737 0.00253785526566854
0.08552454812947019 0.002864266022764842
0.08552279311347236 0.002852961754120814
0.08552103809747452 0.0028416574854767864
0.08551928308147666 0.0028303532168327586
0.08551752806547883 0.002819048948188731
0.08551577304948099 0.002807744679544703
0.08551401803348313 0.0027964404109006753
0.0855122630174853 0.0027851361422566476
0.08551050800148746 0.00277383187361262
0.0855087529854896 0.002762527604968592
0.08550699796949177 0.0027512233363245642
0.08550524295349393 0.0027399190676805365
0.08550348793749607 0.0027286147990365087
0.08550173292149824 0.002717310530392481
0.0854999779055004 0.002706006261748453
0.08549822288950254 0.0026947019931044254
0.0854964678735047 0.0026833977244603976
0.08549471285750687 0.00267209345581637
0.08549295784150901 0.002660789187172342
0.08549120282551118 0.0026494849185283143
0.08548944780951334 0.0026381806498842865
0.08548769279351548 0.0026268763812402588
0.08548593777751765 0.002615572112596231
0.08548418276151981 0.002604267843952203
0.08548242774552195 0.0025929635753081754
0.08548067272952412 0.0025816593066641477
0.08598684859356875 0.002571297060407122
0.08591152915699463 0.0025533986350540785
0.08590977414099676 0.0025420943664100507
0.08590801912499893 0.0025307900977660225
0.08639591357239934 0.0028699181570868556
0.0863941585564015 0.0028586138884428283
0.08639240354040365 0.0028473096197988
0.08639064852440581 0.0028360053511547727
0.08638889350840798 0.0028247010825107445
0.08638713849241011 0.002813396813866717
0.08638538347641228 0.002802092545222689
0.08638362846041445 0.0027907882765786617
0.08638187344441658 0.0027794840079346335
0.08638011842841875 0.002768179739290606
0.08637836341242092 0.002756875470646578
0.08637660839642305 0.0027455712020025506
0.08637485338042522 0.002734266933358523
0.08637309836442739 0.002722962664714495
0.08637134334842952 0.0027116583960704673
0.08636958833243169 0.0027003541274264395
0.08636783331643386 0.0026890498587824117
0.086366078300436 0.002677745590138384
0.08636432328443816 0.002666441321494356
0.08636256826844033 0.0026551370528503284
0.08636081325244246 0.0026438327842063006
0.08635905823644463 0.002632528515562273
0.0863573032204468 0.002621224246918245
0.08635554820444893 0.0026099199782742173
0.0863537931884511 0.0025986157096301895
0.08635203817245327 0.0025873114409861618
0.0863415080764662 0.0025194858291219947
0.08678552712392051 0.002576007172342134
0.08678421086192215 0.002567528970859113
0.08678201709192485 0.0025533986350540785
0.08678026207592698 0.0025420943664100507
0.08677850705992915 0.0025307900977660225
0.08677521640493319 0.002509594594058471
0.08726640150732956 0.0028699181570868556
0.08726464649133173 0.0028586138884428283
0.08726289147533386 0.0028473096197988
0.08726113645933603 0.0028360053511547727
0.0872593814433382 0.0028247010825107445
0.08725762642734033 0.002813396813866717
0.0872558714113425 0.002802092545222689
0.08725411639534467 0.0027907882765786617
0.0872523613793468 0.0027794840079346335
0.08725060636334897 0.002768179739290606
0.08724885134735114 0.002756875470646578
0.08724709633135327 0.0027455712020025506
0.08724534131535544 0.002734266933358523
0.0872435862993576 0.002722962664714495
0.08724183128335974 0.0027116583960704673
0.08724007626736191 0.0027003541274264395
0.08723832125136408 0.0026890498587824117
0.08723656623536621 0.002677745590138384
0.08723481121936838 0.002666441321494356
0.08723305620337055 0.0026551370528503284
0.08723130118737268 0.0026438327842063006
0.08722954617137485 0.002632528515562273
0.08722779115537702 0.002621224246918245
0.08722603613937915 0.0026099199782742173
0.08722428112338132 0.0025986157096301895
0.08722274548438322 0.002588724474566665
0.08728453667264063 0.0025194858291219947
0.08772241316410251 0.0025364422320880366
0.08771729436744213 0.0025034714485429556
0.08813688944225981 0.0028699181570868556
0.08813513442626197 0.0028586138884428283
0.08813337941026411 0.0028473096197988
0.08813162439426628 0.0028360053511547727
0.08812986937826844 0.0028247010825107445
0.08812811436227058 0.002813396813866717
0.08812635934627275 0.002802092545222689
0.08812460433027491 0.0027907882765786617
0.08812284931427705 0.0027794840079346335
0.08812109429827922 0.002768179739290606
0.08811933928228138 0.002756875470646578
0.08811758426628352 0.0027455712020025506
0.08811582925028569 0.002734266933358523
0.08811407423428785 0.002722962664714495
0.08811231921828999 0.0027116583960704673
0.08789294221855959 0.0027003541274264395
0.08788767717056606 0.002666441321494356
0.0881035441383008 0.0026551370528503284
0.08810178912230293 0.0026438327842063006
0.0881000341063051 0.002632528515562273
0.08809827909030726 0.002621224246918245
0.0880965240743094 0.0026099199782742173
0.08809476905831157 0.0025986157096301895
0.08809301404231373 0.0025873114409861618
0.08809125902631587 0.002576007172342134
0.0880899427643175 0.002567528970859113
0.0880877489943202 0.0025533986350540785
0.08808248394632667 0.0025194858291219947
0.08852123794578745 0.0025420943664100507
0.08851948292978962 0.0025307900977660225
0.08851597289779392 0.002508181560477967
0.08851421788179609 0.002496877291833939
0.08900693862319056 0.002867092089925849
0.08900518360719273 0.0028557878212818215
0.08900342859119487 0.0028444835526377932
0.08900167357519703 0.002833179283993766
0.0889999185591992 0.0028218750153497377
0.08899816354320134 0.0028105707467057104
0.0889964085272035 0.002799266478061682
0.08899465351120567 0.002787962209417655
0.0889928984952078 0.0027766579407736266
0.08899114347920997 0.0027653536721295993
0.08898938846321214 0.002754049403485571
0.0889876334472143 0.0027427451348415433
0.08898587843121644 0.0027314408661975155
0.08898412341521861 0.0027201365975534878
0.08898258777622048 0.0027102453624899634
0.08897403207323101 0.0026551370528503284
0.08897227705723315 0.0026438327842063006
0.08897052204123532 0.002632528515562273
0.08896876702523748 0.002621224246918245
0.08896701200923962 0.0026099199782742173
0.08896525699324179 0.0025986157096301895
0.08896350197724395 0.0025873114409861618
0.08896174696124609 0.002576007172342134
0.08896043069924772 0.002567528970859113
0.08895823692925042 0.0025533986350540785
0.08895297188125689 0.0025194858291219947
0.08946426654196185 0.0025420943664100507
0.08938953211072037 0.0025279640306050156
0.08945900149396832 0.002508181560477967
0.08938426706272684 0.0024940512246729323
0.08916576757099537 0.0024883990903509187
0.08987698780412132 0.002864266022764842
0.08987523278812348 0.002852961754120814
0.08987347777212565 0.0028416574854767864
0.08987172275612779 0.0028303532168327586
0.08986996774012995 0.002819048948188731
0.08986821272413212 0.002807744679544703
0.08986645770813426 0.0027964404109006753
0.08986470269213642 0.0027851361422566476
0.08986294767613859 0.00277383187361262
0.08986119266014073 0.002762527604968592
0.08985943764414289 0.0027512233363245642
0.08985768262814506 0.0027399190676805365
0.0898559276121472 0.0027286147990365087
0.08985417259614936 0.002717310530392481
0.08991618316140651 0.0026494849185283143
0.089841448730165 0.0026353545827232797
0.08983969371416717 0.002624050314079252
0.0898379386981693 0.002612746045435224
0.08983618368217147 0.0026014417767911964
0.08983442866617364 0.0025901375081471686
0.08983267365017578 0.002578833239503141
0.08983091863417794 0.002567528970859113
0.08982916361818011 0.0025562247022150853
0.09026221381564789 0.0025420943664100507
0.09026045879965006 0.0025307900977660225
0.09025870378365222 0.0025194858291219947
0.09025694876765436 0.002508181560477967
0.09025519375165653 0.002496877291833939
0.09025365811265842 0.0024869860567704152
0.09074659823105263 0.0028586138884428283
0.09074484321505477 0.0028473096197988
0.09074308819905694 0.0028360053511547727
0.0907413331830591 0.0028247010825107445
0.09073957816706124 0.002813396813866717
0.09073782315106341 0.002802092545222689
0.09073606813506557 0.0027907882765786617
0.09073431311906771 0.0027794840079346335
0.09073255810306988 0.002768179739290606
0.09073080308707204 0.002756875470646578
0.09072904807107418 0.0027455712020025506
0.09072729305507635 0.002734266933358523
0.09072553803907851 0.002722962664714495
0.09072378302308065 0.0027116583960704673
0.09071500794309145 0.0026551370528503284
0.09071325292709359 0.0026438327842063006
0.09071149791109576 0.002632528515562273
0.09070974289509792 0.002621224246918245
0.09070798787910006 0.0026099199782742173
0.09070623286310223 0.0025986157096301895
0.09070447784710439 0.0025873114409861618
0.09070272283110653 0.002576007172342134
0.0907009678151087 0.0025647029036981062
0.09069921279911086 0.0025533986350540785
0.09113270175057811 0.0025420943664100507
0.09113094673458028 0.0025307900977660225
0.09112919171858244 0.0025194858291219947
0.09112743670258458 0.002508181560477967
0.09112568168658675 0.002496877291833939
0.09112392667058891 0.0024855730231899114
0.09161576990398448 0.0028501356869598073
0.09161401488798665 0.0028388314183157796
0.09161225987198879 0.002827527149671752
0.09161050485599095 0.002816222881027724
0.09160874983999312 0.0028049186123836963
0.09160699482399526 0.0027936143437396685
0.09160523980799742 0.0027823100750956407
0.09160348479199959 0.002771005806451613
0.09160172977600173 0.002759701537807585
0.0915999747600039 0.0027483972691635574
0.09159821974400606 0.0027370930005195296
0.09159646472800823 0.002725788731875502
0.09159470971201036 0.002714484463231474
0.09159295469601253 0.0027031801945874463
0.09137445520428103 0.0026975280602654322
0.09158725089401953 0.002666441321494356
0.0915854958780217 0.0026551370528503284
0.09158374086202384 0.0026438327842063006
0.091581985846026 0.002632528515562273
0.09158023083002817 0.002621224246918245
