s22t13 dmee
0.0953722 0.002325 
0.0955441 0.002325 
0.0957161 0.002325 
0.0958883 0.002325 
0.0960607 0.002325 
0.0962332 0.002325 
0.0964058 0.002325 
0.0965785 0.002325 
0.0967514 0.002325 
0.0969244 0.002325 
0.0970976 0.002325 
0.0972709 0.002325 
0.0974444 0.002325 
0.0976179 0.002325 
0.0977917 0.002325 
0.0979655 0.002325 
0.0981395 0.002325 
0.0983136 0.002325 
0.0984879 0.002325 
0.0986623 0.002325 
0.0988369 0.002325 
0.0990115 0.002325 
0.0991864 0.002325 
0.0993613 0.002325 
0.0995364 0.002325 
0.0997116 0.002325 
0.0941726 0.002328 
0.0943435 0.002328 
0.0945146 0.002328 
0.0946858 0.002328 
0.0948572 0.002328 
0.0950287 0.002328 
0.0952004 0.002328 
0.0953722 0.002328 
0.0955441 0.002328 
0.0957161 0.002328 
0.0958883 0.002328 
0.0960607 0.002328 
0.0962332 0.002328 
0.0964058 0.002328 
0.0965785 0.002328 
0.0967514 0.002328 
0.0969244 0.002328 
0.0970976 0.002328 
0.0972709 0.002328 
0.0974444 0.002328 
0.0976179 0.002328 
0.0977917 0.002328 
0.0979655 0.002328 
0.0981395 0.002328 
0.0983136 0.002328 
0.0984879 0.002328 
0.0986623 0.002328 
0.0988369 0.002328 
0.0990115 0.002328 
0.0991864 0.002328 
0.0993613 0.002328 
0.0995364 0.002328 
0.0997116 0.002328 
0.099887 0.002328 
0.100063 0.002328 
0.100238 0.002328 
0.100414 0.002328 
0.10059 0.002328 
0.100766 0.002328 
0.100942 0.002328 
0.0931498 0.002331 
0.0933199 0.002331 
0.0934901 0.002331 
0.0936605 0.002331 
0.0938311 0.002331 
0.0940018 0.002331 
0.0941726 0.002331 
0.0943435 0.002331 
0.0945146 0.002331 
0.0946858 0.002331 
0.0948572 0.002331 
0.0950287 0.002331 
0.0952004 0.002331 
0.0953722 0.002331 
0.0955441 0.002331 
0.0957161 0.002331 
0.0958883 0.002331 
0.0960607 0.002331 
0.0962332 0.002331 
0.0964058 0.002331 
0.0965785 0.002331 
0.0967514 0.002331 
0.0969244 0.002331 
0.0970976 0.002331 
0.0972709 0.002331 
0.0974444 0.002331 
0.0976179 0.002331 
0.0977917 0.002331 
0.0979655 0.002331 
0.0981395 0.002331 
0.0983136 0.002331 
0.0984879 0.002331 
0.0986623 0.002331 
0.0988369 0.002331 
0.0990115 0.002331 
0.0991864 0.002331 
0.0993613 0.002331 
0.0995364 0.002331 
0.0997116 0.002331 
0.099887 0.002331 
0.100063 0.002331 
0.100238 0.002331 
0.100414 0.002331 
0.10059 0.002331 
0.100766 0.002331 
0.100942 0.002331 
0.101118 0.002331 
0.101295 0.002331 
0.101471 0.002331 
0.101648 0.002331 
0.101825 0.002331 
0.0923013 0.002334 
0.0924707 0.002334 
0.0926402 0.002334 
0.0928099 0.002334 
0.0929798 0.002334 
0.0931498 0.002334 
0.0933199 0.002334 
0.0934901 0.002334 
0.0936605 0.002334 
0.0938311 0.002334 
0.0940018 0.002334 
0.0941726 0.002334 
0.0943435 0.002334 
0.0945146 0.002334 
0.0946858 0.002334 
0.0948572 0.002334 
0.0950287 0.002334 
0.0952004 0.002334 
0.0953722 0.002334 
0.0955441 0.002334 
0.0957161 0.002334 
0.0958883 0.002334 
0.0960607 0.002334 
0.0962332 0.002334 
0.0964058 0.002334 
0.0965785 0.002334 
0.0967514 0.002334 
0.0969244 0.002334 
0.0970976 0.002334 
0.0972709 0.002334 
0.0974444 0.002334 
0.0976179 0.002334 
0.0977917 0.002334 
0.0979655 0.002334 
0.0981395 0.002334 
0.0983136 0.002334 
0.0984879 0.002334 
0.0986623 0.002334 
0.0988369 0.002334 
0.0990115 0.002334 
0.0991864 0.002334 
0.0993613 0.002334 
0.0995364 0.002334 
0.0997116 0.002334 
0.099887 0.002334 
0.100063 0.002334 
0.100238 0.002334 
0.100414 0.002334 
0.10059 0.002334 
0.100766 0.002334 
0.100942 0.002334 
0.101118 0.002334 
0.101295 0.002334 
0.101471 0.002334 
0.101648 0.002334 
0.101825 0.002334 
0.102002 0.002334 
0.102179 0.002334 
0.102357 0.002334 
0.102534 0.002334 
0.091625 0.002337 
0.0917938 0.002337 
0.0919628 0.002337 
0.092132 0.002337 
0.0923013 0.002337 
0.0924707 0.002337 
0.0926402 0.002337 
0.0928099 0.002337 
0.0929798 0.002337 
0.0931498 0.002337 
0.0933199 0.002337 
0.0934901 0.002337 
0.0936605 0.002337 
0.0938311 0.002337 
0.0940018 0.002337 
0.0941726 0.002337 
0.0943435 0.002337 
0.0945146 0.002337 
0.0946858 0.002337 
0.0948572 0.002337 
0.0950287 0.002337 
0.0952004 0.002337 
0.0953722 0.002337 
0.0955441 0.002337 
0.0957161 0.002337 
0.0958883 0.002337 
0.0960607 0.002337 
0.0962332 0.002337 
0.0964058 0.002337 
0.0965785 0.002337 
0.0967514 0.002337 
0.0969244 0.002337 
0.0970976 0.002337 
0.0972709 0.002337 
0.0974444 0.002337 
0.0976179 0.002337 
0.0977917 0.002337 
0.0979655 0.002337 
0.0981395 0.002337 
0.0983136 0.002337 
0.0984879 0.002337 
0.0986623 0.002337 
0.0988369 0.002337 
0.0990115 0.002337 
0.0991864 0.002337 
0.0993613 0.002337 
