s22t13 dmee
0.0926402 0.002472 
0.0928099 0.002472 
0.0929798 0.002472 
0.0931498 0.002472 
0.0933199 0.002472 
0.0934901 0.002472 
0.0936605 0.002472 
0.0938311 0.002472 
0.0940018 0.002472 
0.0941726 0.002472 
0.0943435 0.002472 
0.0945146 0.002472 
0.0946858 0.002472 
0.0948572 0.002472 
0.0950287 0.002472 
0.0952004 0.002472 
0.0953722 0.002472 
0.0955441 0.002472 
0.0957161 0.002472 
0.0958883 0.002472 
0.0960607 0.002472 
0.091625 0.002475 
0.0917938 0.002475 
0.0919628 0.002475 
0.092132 0.002475 
0.0923013 0.002475 
0.0924707 0.002475 
0.0926402 0.002475 
0.0928099 0.002475 
0.0929798 0.002475 
0.0931498 0.002475 
0.0933199 0.002475 
0.0934901 0.002475 
0.0936605 0.002475 
0.0938311 0.002475 
0.0940018 0.002475 
0.0941726 0.002475 
0.0943435 0.002475 
0.0945146 0.002475 
0.0946858 0.002475 
0.0948572 0.002475 
0.0950287 0.002475 
0.0952004 0.002475 
0.0953722 0.002475 
0.0955441 0.002475 
0.0957161 0.002475 
0.0958883 0.002475 
0.0960607 0.002475 
0.0962332 0.002475 
0.0964058 0.002475 
0.0965785 0.002475 
0.0967514 0.002475 
0.0969244 0.002475 
0.0907828 0.002478 
0.0909509 0.002478 
0.0911192 0.002478 
0.0912877 0.002478 
0.0914563 0.002478 
0.091625 0.002478 
0.0917938 0.002478 
0.0919628 0.002478 
0.092132 0.002478 
0.0923013 0.002478 
0.0924707 0.002478 
0.0926402 0.002478 
0.0928099 0.002478 
0.0929798 0.002478 
0.0931498 0.002478 
0.0933199 0.002478 
0.0934901 0.002478 
0.0936605 0.002478 
0.0938311 0.002478 
0.0940018 0.002478 
0.0941726 0.002478 
0.0943435 0.002478 
0.0945146 0.002478 
0.0946858 0.002478 
0.0948572 0.002478 
0.0950287 0.002478 
0.0952004 0.002478 
0.0953722 0.002478 
0.0955441 0.002478 
0.0957161 0.002478 
0.0958883 0.002478 
0.0960607 0.002478 
0.0962332 0.002478 
0.0964058 0.002478 
0.0965785 0.002478 
0.0967514 0.002478 
0.0969244 0.002478 
0.0970976 0.002478 
0.0972709 0.002478 
0.0974444 0.002478 
0.0902791 0.002481 
0.0904469 0.002481 
0.0906147 0.002481 
0.0907828 0.002481 
0.0909509 0.002481 
0.0911192 0.002481 
0.0912877 0.002481 
0.0914563 0.002481 
0.091625 0.002481 
0.0917938 0.002481 
0.0919628 0.002481 
0.092132 0.002481 
0.0923013 0.002481 
0.0924707 0.002481 
0.0926402 0.002481 
0.0928099 0.002481 
0.0929798 0.002481 
0.0931498 0.002481 
0.0933199 0.002481 
0.0934901 0.002481 
0.0936605 0.002481 
0.0938311 0.002481 
0.0940018 0.002481 
0.0941726 0.002481 
0.0943435 0.002481 
0.0945146 0.002481 
0.0946858 0.002481 
0.0948572 0.002481 
0.0950287 0.002481 
0.0952004 0.002481 
0.0953722 0.002481 
0.0955441 0.002481 
0.0957161 0.002481 
0.0958883 0.002481 
0.0960607 0.002481 
0.0962332 0.002481 
0.0964058 0.002481 
0.0965785 0.002481 
0.0967514 0.002481 
0.0969244 0.002481 
0.0970976 0.002481 
0.0972709 0.002481 
0.0974444 0.002481 
0.0976179 0.002481 
0.0977917 0.002481 
0.0979655 0.002481 
0.0896095 0.002484 
0.0897767 0.002484 
0.089944 0.002484 
0.0901115 0.002484 
0.0902791 0.002484 
0.0904469 0.002484 
0.0906147 0.002484 
0.0907828 0.002484 
0.0909509 0.002484 
0.0911192 0.002484 
0.0912877 0.002484 
0.0914563 0.002484 
0.091625 0.002484 
0.0917938 0.002484 
0.0919628 0.002484 
0.092132 0.002484 
0.0923013 0.002484 
0.0924707 0.002484 
0.0926402 0.002484 
0.0928099 0.002484 
0.0929798 0.002484 
0.0931498 0.002484 
0.0933199 0.002484 
0.0934901 0.002484 
0.0936605 0.002484 
0.0938311 0.002484 
0.0940018 0.002484 
0.0941726 0.002484 
0.0943435 0.002484 
0.0945146 0.002484 
0.0946858 0.002484 
0.0948572 0.002484 
0.0950287 0.002484 
0.0952004 0.002484 
0.0953722 0.002484 
0.0955441 0.002484 
0.0957161 0.002484 
0.0958883 0.002484 
0.0960607 0.002484 
