   318.01586706103672        308.80828730947474        300.31569747817343        292.56371686782529        285.57830374441517        279.38575809398247        274.01272441426278        269.48619454347318        265.83351052658145        263.08236751936556        261.26081673059554        260.39726840266400        260.52049483100387        261.65963342263098        263.84418979413306        267.10404090949436        271.46943825805710        276.97101107300375        283.63976959073239        291.50710835144628     
   304.53871870958562        295.25949060108292        286.70324950831383        278.89592058509180        271.86377341668356        265.63342485461612        260.23184188949983        255.68634456215767        252.02460891343094        249.27466997298166        247.46492478739745        246.62413548797770        246.78143239853142        247.96631718352745        250.20866603697095        253.53873291232597        257.98715279390393        263.58494501002662        270.36351658836440        278.35466565384735     
   292.25965030166265        282.91685312008462        274.30446747274198        266.44870403477694        259.37612312789082        253.11363763341001        247.68851594449029        243.12838495777089        239.46123310486752        236.71541342396236        234.91964667192974        234.10302447727804        234.29501253430050        235.52545383877921        237.82457196560472        241.22297438869188        245.75165584354926        251.44200173288391        258.32579157564118        266.43520249982515     
   281.22665154041272        271.83000950260544        263.17067495480336        255.27512461708130        248.17018983095284        241.88305954905547        236.44128336508066        231.87277458426144        228.20581333479220        225.46904972050493        223.69150701517594        222.90258489881410        223.13206273629964        224.41010289873952        226.76725412790375        230.23445494413727        234.84303709812309        240.62472906685554        247.61165959427299        255.83636127688169     
   271.48233844346964        262.04308661469008        253.34755119460556        245.42245628768518        238.29488536478968        231.99228432799924        226.54246461672520        221.97360635549188        218.31426154370826        215.59335728781397        213.84019907614629        213.08447409691328        213.35625459963148        214.68600130041102        217.10456683146867        220.64319923525215        225.33354550357274        231.20765516212850        238.29798390083053        246.63739725032406     
   263.06361400437049        253.59434934521897        244.87476154002053        236.93180418320327        229.79279476027190        223.48541778637889        218.03772798726541        213.47815352291303        209.83549925425311        207.13895005333617        205.41807415729909        204.70282656653569        205.02355248742600        206.41099082002796        208.89627769110882        212.51095003291201        217.28694920807277        223.25662468104395        230.45273773649870        238.90846524505827     
   256.00143467887023        246.51595632838377        237.78570205230182        229.83783774911154        222.69989752155735        216.39978688776910        210.96578603575986        206.42655312169813        202.81112761228457        200.14893367166508        198.46978359320084        197.80388127651980        198.18182575023101        199.63461474066708        202.19364828710172        205.89073240378508        210.75808278926118        216.82832858332057        224.13451617204834        232.71011304135345     
   250.32067976723002        240.83382251566599        232.10735502859049        224.16863896778045        217.04540830884707        210.76577262378129        205.35822040791314        200.85162245167959        197.27523525756203        194.65870450259382        193.03206854680900        192.42576198804502        192.87061926346860        194.39787829826025        197.03918420182026        200.82659301195383        205.79257548739511        211.97002094913444        219.39224117094258        228.09297431951961     
   246.04011877934511        236.56758346155499        227.86025007461222        219.94566008074338        212.85173116873642        206.60676060692725        201.23942864163251        196.77880194140542        193.25433708756202        190.69588411128478        189.13369007776760        188.59840271778086        189.12107410705119        190.73316439387648        193.46654557538835        197.35350532287788        202.42675085660426        208.71941287051396        216.26504950730302        225.09765038423191     
   243.17247017643533        233.73065443600197        225.05852355063334        217.18378332863614        210.13451952637772        203.93920127081259        198.62668452848538        194.22621562142336        190.76743479033485        188.28037980547009        186.79548962559824        186.34360810548600        186.95598775228430        188.66429353126861        191.50060672132659        195.49742882064390        200.68768550299339        207.10473062509533        214.78235028544603        223.75476693509682     
